competition,season,country,competition_type,matchday,match_date,home_team,away_team,stadium,city,home_score,away_score,status,is_friendly,source,external_id
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-21T20:00:00+00:00,Sociedad,Mallorca,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-21-sociedad-mallorca
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-22T20:00:00+00:00,Barcelona,Ath Bilbao,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-22-barcelona-ath-bilbao
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-22T20:00:00+00:00,Girona,Almeria,,,5,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-22-girona-almeria
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-22T20:00:00+00:00,Las Palmas,Vallecano,,,0,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-22-las-palmas-vallecano
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-22T20:00:00+00:00,Villarreal,Alaves,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-22-villarreal-alaves
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-23T20:00:00+00:00,Valencia,Cadiz,,,2,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-23-valencia-cadiz
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-27T20:00:00+00:00,Girona,Celta,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-27-girona-celta
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-28T20:00:00+00:00,Almeria,Las Palmas,,,1,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-28-almeria-las-palmas
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-28T20:00:00+00:00,Barcelona,Real Madrid,,,1,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-28-barcelona-real-madrid
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-28T20:00:00+00:00,Cadiz,Sevilla,,,2,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-28-cadiz-sevilla
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-28T20:00:00+00:00,Mallorca,Getafe,,,0,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-28-mallorca-getafe
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-29T20:00:00+00:00,Ath Bilbao,Valencia,,,2,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-29-ath-bilbao-valencia
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-29T20:00:00+00:00,Ath Madrid,Alaves,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-29-ath-madrid-alaves
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-29T20:00:00+00:00,Betis,Osasuna,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-29-betis-osasuna
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-29T20:00:00+00:00,Vallecano,Sociedad,,,2,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-29-vallecano-sociedad
LaLiga,2023/2024,Spain,domestic_league,11,2023-10-30T20:00:00+00:00,Granada,Villarreal,,,2,3,finished,false,datahub-football-data,laliga-2023-2024-2023-10-30-granada-villarreal
LaLiga,2023/2024,Spain,domestic_league,11,2023-11-03T20:00:00+00:00,Las Palmas,Ath Madrid,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-03-las-palmas-ath-madrid
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-04T20:00:00+00:00,Betis,Mallorca,,,2,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-04-betis-mallorca
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-04T20:00:00+00:00,Celta,Sevilla,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-04-celta-sevilla
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-04T20:00:00+00:00,Osasuna,Girona,,,2,4,finished,false,datahub-football-data,laliga-2023-2024-2023-11-04-osasuna-girona
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-04T20:00:00+00:00,Sociedad,Barcelona,,,0,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-04-sociedad-barcelona
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-05T20:00:00+00:00,Alaves,Almeria,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-05-alaves-almeria
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-05T20:00:00+00:00,Real Madrid,Vallecano,,,0,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-05-real-madrid-vallecano
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-05T20:00:00+00:00,Valencia,Granada,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-05-valencia-granada
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-05T20:00:00+00:00,Villarreal,Ath Bilbao,,,2,3,finished,false,datahub-football-data,laliga-2023-2024-2023-11-05-villarreal-ath-bilbao
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-06T20:00:00+00:00,Getafe,Cadiz,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-06-getafe-cadiz
LaLiga,2023/2024,Spain,domestic_league,12,2023-11-10T20:00:00+00:00,Ath Bilbao,Celta,,,4,3,finished,false,datahub-football-data,laliga-2023-2024-2023-11-10-ath-bilbao-celta
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-11T20:00:00+00:00,Almeria,Sociedad,,,1,3,finished,false,datahub-football-data,laliga-2023-2024-2023-11-11-almeria-sociedad
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-11T20:00:00+00:00,Granada,Getafe,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-11-granada-getafe
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-11T20:00:00+00:00,Osasuna,Las Palmas,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-11-osasuna-las-palmas
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-11T20:00:00+00:00,Real Madrid,Valencia,,,5,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-11-real-madrid-valencia
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-11T20:00:00+00:00,Vallecano,Girona,,,1,2,finished,false,datahub-football-data,laliga-2023-2024-2023-11-11-vallecano-girona
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-12T20:00:00+00:00,Ath Madrid,Villarreal,,,3,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-12-ath-madrid-villarreal
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-12T20:00:00+00:00,Barcelona,Alaves,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-12-barcelona-alaves
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-12T20:00:00+00:00,Sevilla,Betis,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-12-sevilla-betis
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-24T20:00:00+00:00,Alaves,Granada,,,3,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-24-alaves-granada
LaLiga,2023/2024,Spain,domestic_league,13,2023-11-25T20:00:00+00:00,Ath Madrid,Mallorca,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-25-ath-madrid-mallorca
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-25T20:00:00+00:00,Getafe,Almeria,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-25-getafe-almeria
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-25T20:00:00+00:00,Valencia,Celta,,,0,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-25-valencia-celta
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-25T20:00:00+00:00,Vallecano,Barcelona,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-25-vallecano-barcelona
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-26T20:00:00+00:00,Betis,Las Palmas,,,1,0,finished,false,datahub-football-data,laliga-2023-2024-2023-11-26-betis-las-palmas
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-26T20:00:00+00:00,Cadiz,Real Madrid,,,0,3,finished,false,datahub-football-data,laliga-2023-2024-2023-11-26-cadiz-real-madrid
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-26T20:00:00+00:00,Sociedad,Sevilla,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-26-sociedad-sevilla
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-26T20:00:00+00:00,Villarreal,Osasuna,,,3,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-26-villarreal-osasuna
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-27T20:00:00+00:00,Girona,Ath Bilbao,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-27-girona-ath-bilbao
LaLiga,2023/2024,Spain,domestic_league,14,2023-11-29T20:00:00+00:00,Mallorca,Cadiz,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-11-29-mallorca-cadiz
LaLiga,2023/2024,Spain,domestic_league,14,2023-12-01T20:00:00+00:00,Las Palmas,Getafe,,,2,0,finished,false,datahub-football-data,laliga-2023-2024-2023-12-01-las-palmas-getafe
